22	16258185	16258302	0.34
22	16266928	16267094	0.44
22	16268108	16268208	0.33
22	16275191	16275291	0.31
22	16277747	16277884	0.42
22	16280538	16280637	0.37
22	16282477	16282591	0.43
22	16287253	16287884	0.58
22	16448823	16449803	0.43
22	17071766	17073439	0.57
22	17264508	17265298	0.41
22	17280660	17280913	0.39
22	17288628	17288962	0.38
22	17385520	17385620	0.64
22	17395230	17395439	0.53
22	17395795	17395894	0.53
22	17443622	17443765	0.6
22	17444614	17444718	0.62
22	17445653	17445753	0.54
22	17446062	17446162	0.57
22	17446989	17447253	0.59
22	17449180	17449279	0.58
22	17450832	17451082	0.57
22	17468849	17469056	0.63
22	17472762	17473065	0.52
22	17488830	17489003	0.67
22	17565981	17566118	0.78
22	17577914	17578013	0.42
22	17578686	17578832	0.59
22	17579664	17579776	0.53
22	17581244	17581370	0.54
22	17582859	17582958	0.54
22	17583028	17583191	0.57
22	17584375	17584474	0.57
22	17585607	17585707	0.59
22	17586436	17586535	0.49
22	17586742	17586843	0.59
22	17588587	17588686	0.43
22	17589196	17590709	0.67
22	17600280	17602016	0.74
22	17618910	17619246	0.6
22	17619439	17619627	0.6
22	17621948	17622122	0.65
22	17623954	17624053	0.52
22	17625910	17626009	0.59
22	17629337	17629449	0.57
22	17630431	17630634	0.59
22	17640015	17640140	0.79
22	17646066	17646165	0.49
22	17662369	17662468	0.42
22	17662709	17662911	0.53
22	17663493	17663650	0.49
22	17669228	17669336	0.56
22	17670826	17670926	0.55
22	17672572	17672699	0.44
22	17680403	17680502	0.51
22	17684452	17684662	0.5
22	17687960	17688179	0.53
22	17690245	17690566	0.52
22	17956626	17956725	0.5
22	17976435	17976617	0.55
22	17978442	17978580	0.48
22	17979663	17979766	0.42
22	17982088	17982188	0.43
22	17983879	17984047	0.57
22	17990836	17990936	0.51
22	18003144	18003352	0.52
22	18016787	18016920	0.51
22	18018177	18018277	0.33
22	18018324	18018424	0.43
22	18018682	18018807	0.4
22	18020101	18020488	0.55
22	18021528	18021655	0.63
22	18021846	18022691	0.59
22	18027838	18029253	0.58
22	18031716	18031826	0.6
22	18032487	18032587	0.39
22	18062670	18062769	0.69
22	18063802	18063924	0.55
22	18064101	18064200	0.63
22	18065323	18065423	0.58
22	18066181	18066299	0.6
22	18069901	18070066	0.67
22	18070690	18070844	0.54
22	18072343	18072442	0.5
22	18072860	18073001	0.5
22	18075421	18075520	0.5
22	18077288	18077387	0.48
22	18080956	18081056	0.46
22	18082777	18082876	0.44
22	18083852	18083951	0.47
22	18095561	18095660	0.43
22	18095976	18096085	0.37
22	18102209	18102308	0.32
22	18111335	18111434	0.6
22	18138477	18138597	0.47
22	18165979	18166086	0.31
22	18171751	18171907	0.51
22	18178891	18178990	0.45
22	18185008	18185151	0.49
22	18209442	18210299	0.55
22	18218301	18218400	0.49
22	18220782	18220994	0.56
22	18222112	18222253	0.61
22	18226568	18226778	0.59
22	18232836	18232944	0.66
22	18256365	18256464	0.64
22	18273497	18273681	0.57
22	18273750	18273849	0.65
22	18273967	18274066	0.56
22	18291606	18291705	0.67
22	18293468	18293578	0.6
22	18299452	18299552	0.62
22	18300076	18301894	0.66
22	18304183	18304283	0.56
22	18304795	18304935	0.62
22	18305712	18305825	0.57
22	18310409	18310546	0.63
22	18314619	18314872	0.57
22	18324587	18324782	0.67
22	18347419	18347751	0.6
22	18348683	18348783	0.51
22	18354602	18354788	0.61
22	18355512	18355619	0.45
22	18358212	18358319	0.62
22	18362089	18362189	0.51
22	18363970	18364068	0.61
22	18368643	18368816	0.57
22	18369916	18370016	0.5
22	18370088	18370200	0.53
22	18371799	18371995	0.47
22	18374250	18374397	0.51
22	18376571	18376671	0.47
22	18378049	18378175	0.5
22	18379011	18379126	0.56
22	18379489	18379746	0.58
22	18382213	18382313	0.39
22	18383607	18383762	0.44
22	18384643	18384744	0.55
22	18385396	18385512	0.44
22	18387397	18387604	0.52
22	18389314	18389577	0.51
22	18463609	18463751	0.6
22	18561142	18561371	0.74
22	18562639	18562779	0.56
22	18566202	18566497	0.56
22	18567877	18568023	0.53
22	18570737	18570840	0.6
22	18593583	18593682	0.79
22	18604245	18604467	0.55
22	18606922	18607070	0.59
22	18609120	18609800	0.56
22	18613609	18613902	0.57
22	18640430	18640586	0.56
22	18642936	18643036	0.46
22	18644556	18644701	0.62
22	18650011	18650110	0.48
22	18650656	18650802	0.52
22	18652608	18652707	0.54
22	18653519	18653686	0.52
22	18655916	18656047	0.48
22	18656534	18656633	0.47
22	18659511	18659610	0.42
22	18893887	18893996	0.67
22	18894077	18894237	0.61
22	18897684	18897784	0.66
22	18898400	18898540	0.65
22	18899052	18899201	0.63
22	18900687	18900874	0.65
22	18900944	18901044	0.6
22	18904402	18904500	0.6
22	18905828	18906003	0.64
22	18906963	18907109	0.58
22	18907214	18907314	0.6
22	18908845	18908944	0.59
22	18909827	18909926	0.56
22	18910329	18910445	0.62
22	18910610	18910709	0.52
22	18912563	18912712	0.59
22	18913168	18913267	0.64
22	18918502	18918710	0.56
22	18923527	18923799	0.78
22	19026377	19026633	0.67
22	19028570	19028806	0.63
22	19029319	19029471	0.61
22	19035952	19036155	0.57
22	19044498	19044674	0.56
22	19050703	19050802	0.57
22	19052360	19052579	0.64
22	19055612	19055737	0.67
22	19076880	19077002	0.65
22	19109630	19109729	0.67
22	19118912	19119988	0.58
22	19121708	19121987	0.67
22	19122572	19122687	0.65
22	19124835	19124944	0.58
22	19125727	19125829	0.62
22	19126671	19126804	0.62
22	19127124	19127241	0.54
22	19127367	19127536	0.6
22	19130048	19130147	0.63
22	19130238	19130406	0.58
22	19132018	19132152	0.68
22	19136503	19136607	0.67
22	19137175	19137428	0.73
22	19137537	19137795	0.82
22	19163642	19163756	0.53
22	19163920	19164019	0.62
22	19164090	19164205	0.55
22	19164358	19164462	0.63
22	19164624	19164724	0.54
22	19165239	19165377	0.66
22	19165454	19165553	0.69
22	19165645	19165752	0.69
22	19166089	19166188	0.81
22	19167691	19167790	0.41
22	19168231	19168330	0.59
22	19170902	19171123	0.59
22	19175069	19175239	0.52
22	19175492	19175602	0.57
22	19178815	19178946	0.51
22	19183776	19183925	0.55
22	19183999	19184166	0.56
22	19187244	19187351	0.52
22	19188839	19189002	0.57
22	19195663	19195820	0.44
22	19196431	19196623	0.54
22	19197835	19198018	0.53
22	19203620	19203765	0.47
22	19207393	19207515	0.54
22	19208899	19209133	0.57
22	19209473	19209615	0.46
22	19210206	19210331	0.48
22	19211413	19211576	0.52
22	19212975	19213155	0.52
22	19213741	19213905	0.54
22	19217360	19217497	0.45
22	19219998	19220120	0.55
22	19220688	19220840	0.5
22	19220944	19221144	0.5
22	19222031	19222228	0.48
22	19223218	19223391	0.42
22	19226797	19226910	0.45
22	19230297	19230458	0.52
22	19241481	19241749	0.49
22	19263145	19263352	0.48
22	19279093	19279192	0.74
22	19318962	19319078	0.59
22	19338874	19338974	0.48
22	19340878	19341041	0.62
22	19341518	19341640	0.58
22	19343282	19343387	0.48
22	19343732	19343831	0.53
22	19344412	19344573	0.57
22	19346858	19347006	0.6
22	19348759	19348863	0.58
22	19349249	19349453	0.53
22	19363153	19363314	0.54
22	19365391	19365588	0.59
22	19371135	19371234	0.51
22	19373043	19373258	0.58
22	19375233	19375338	0.58
22	19375992	19376091	0.46
22	19379623	19379736	0.5
22	19381864	19382031	0.57
22	19384309	19384469	0.5
22	19385472	19385953	0.51
22	19393305	19393405	0.59
22	19394701	19394801	0.5
22	19396005	19396115	0.47
22	19398220	19398319	0.4
22	19418931	19419030	0.71
22	19420054	19420153	0.69
22	19420779	19420878	0.49
22	19422258	19422416	0.38
22	19423160	19423484	0.53
22	19429142	19429241	0.45
22	19431787	19431912	0.66
22	19434900	19435067	0.74
22	19435159	19435321	0.62
22	19438180	19438279	0.47
22	19442262	19442361	0.35
22	19443196	19443296	0.5
22	19444083	19444182	0.52
22	19444358	19444457	0.49
22	19445578	19445677	0.52
22	19452711	19452810	0.46
22	19455395	19455525	0.54
22	19459209	19459330	0.52
22	19462557	19462656	0.37
22	19462992	19463124	0.51
22	19466557	19466656	0.69
22	19467467	19467566	0.67
22	19467660	19467759	0.59
22	19468471	19468571	0.47
22	19470212	19470349	0.37
22	19471384	19471527	0.44
22	19481827	19481926	0.6
22	19483478	19483577	0.4
22	19484889	19484988	0.54
22	19486599	19486698	0.54
22	19492884	19493003	0.53
22	19494908	19495039	0.6
22	19495288	19495386	0.45
22	19496052	19496213	0.54
22	19502271	19502409	0.58
22	19502479	19502578	0.58
22	19504049	19504167	0.63
22	19504328	19504427	0.55
22	19506349	19506448	0.46
22	19511121	19512032	0.7
22	19702083	19702182	0.76
22	19702259	19702358	0.77
22	19707122	19707222	0.55
22	19707321	19707421	0.58
22	19707637	19707760	0.56
22	19707842	19707976	0.55
22	19708071	19708188	0.56
22	19708290	19708391	0.53
22	19709160	19709260	0.69
22	19709344	19709479	0.59
22	19709759	19709861	0.61
22	19709929	19710028	0.66
22	19711047	19711146	0.71
22	19711376	19711986	0.77
22	19747133	19747232	0.65
22	19748427	19748802	0.79
22	19750763	19750864	0.57
22	19751677	19751848	0.65
22	19752480	19752635	0.51
22	19753264	19753363	0.61
22	19753424	19753524	0.75
22	19753911	19754389	0.76
22	19766742	19766929	0.59
22	19770435	19770544	0.57
22	19776231	19776482	0.66
22	19789523	19789738	0.66
22	19794181	19794279	0.62
22	19799807	19799969	0.71
22	19803075	19803236	0.48
22	19805092	19805252	0.46
22	19808120	19808245	0.67
22	19808750	19808877	0.7
22	19838689	19839783	0.61
22	19864627	19864756	0.62
22	19865611	19865710	0.6
22	19865874	19865973	0.5
22	19867697	19867797	0.64
22	19868142	19868241	0.63
22	19870847	19870983	0.58
22	19882929	19883103	0.63
22	19885557	19885656	0.63
22	19886531	19886630	0.56
22	19898884	19898984	0.48
22	19902717	19902817	0.53
22	19903276	19903376	0.46
22	19905652	19905752	0.5
22	19906382	19906526	0.68
22	19907043	19907143	0.62
22	19918536	19918636	0.56
22	19929223	19929325	0.8
22	19950049	19950337	0.63
22	19951088	19951281	0.64
22	19951690	19951821	0.57
22	19956058	19956258	0.61
22	19958750	19958857	0.71
22	19959401	19959500	0.62
22	19959857	19959956	0.62
22	19960254	19960354	0.61
22	19960447	19960558	0.6
22	19960641	19960839	0.67
22	19961165	19961315	0.66
22	19961634	19961761	0.63
22	19963194	19963293	0.57
22	19964187	19964286	0.61
22	19964937	19965108	0.66
22	19965480	19965597	0.66
22	19966419	19966602	0.6
22	19967265	19967764	0.7
22	19968733	19969259	0.68
22	19969455	19969613	0.64
22	19978107	19978316	0.67
22	20020637	20020767	0.66
22	20024299	20024398	0.53
22	20030871	20030971	0.52
22	20039987	20040106	0.65
22	20040959	20041073	0.52
22	20043451	20043550	0.59
22	20049052	20049205	0.62
22	20050860	20050964	0.69
22	20052064	20052184	0.53
22	20073486	20074205	0.57
22	20074684	20074843	0.49
22	20077191	20077333	0.6
22	20077498	20077780	0.59
22	20078957	20079154	0.48
22	20079391	20079492	0.48
22	20080331	20080429	0.47
22	20082226	20082326	0.46
22	20093699	20093799	0.51
22	20094114	20094220	0.51
22	20094793	20094920	0.51
22	20096412	20096525	0.52
22	20097539	20097638	0.62
22	20100085	20100316	0.62
22	20100431	20100531	0.58
22	20100640	20100756	0.66
22	20100942	20101041	0.58
22	20101208	20101330	0.66
22	20102096	20102207	0.63
22	20102283	20102398	0.64
22	20102487	20102601	0.63
22	20102788	20102969	0.59
22	20103194	20103302	0.66
22	20103560	20104134	0.64
22	20104367	20104466	0.64
22	20105130	20105229	0.85
22	20106535	20106671	0.4
22	20109786	20109943	0.56
22	20112830	20112958	0.63
22	20113808	20113907	0.45
22	20114474	20114574	0.49
22	20119470	20119573	0.7
22	20126716	20126837	0.57
22	20127000	20127157	0.61
22	20127242	20127414	0.61
22	20127637	20127739	0.61
22	20128135	20128234	0.65
22	20128393	20128534	0.63
22	20128739	20128859	0.66
22	20128943	20129052	0.65
22	20130278	20131278	0.7
22	20132751	20132922	0.67
22	20157617	20157717	0.55
22	20158876	20158976	0.66
22	20159493	20159593	0.46
22	20160280	20160447	0.43
22	20160932	20161051	0.72
22	20162078	20162202	0.55
22	20162285	20162448	0.63
22	20162873	20162981	0.64
22	20164032	20164131	0.66
22	20164204	20164303	0.64
22	20167293	20167392	0.66
22	20168293	20168421	0.51
22	20171088	20171214	0.61
22	20171853	20171959	0.68
22	20172160	20172310	0.57
22	20172512	20172639	0.66
22	20229233	20230632	0.68
22	20236645	20236745	0.53
22	20255554	20255653	0.74
22	20302197	20302346	0.63
22	20302858	20302998	0.64
22	20303641	20303741	0.67
22	20307161	20307321	0.62
22	20307401	20307510	0.67
22	20456381	20461300	0.64
22	20748885	20748984	0.61
22	20749615	20749714	0.54
22	20754921	20755047	0.54
22	20755564	20755663	0.6
22	20759666	20761257	0.64
22	20779664	20780568	0.76
22	20781684	20781836	0.6
22	20783511	20783641	0.65
22	20783822	20783939	0.71
22	20784016	20784119	0.69
22	20784715	20784843	0.68
22	20784976	20785194	0.69
22	20785304	20785823	0.73
22	20786031	20786132	0.66
22	20786196	20786295	0.67
22	20791868	20792040	0.78
22	20796359	20796724	0.63
22	20800729	20800962	0.61
22	20812094	20812286	0.61
22	20819144	20819862	0.57
22	20825636	20825801	0.51
22	20843271	20843497	0.62
22	20861949	20862048	0.62
22	20891397	20891496	0.52
22	20905698	20905797	0.4
22	20907396	20907495	0.33
22	20909222	20909434	0.64
22	20918736	20918974	0.59
22	20920753	20921103	0.6
22	20922807	20922917	0.67
22	20929399	20929518	0.62
22	20936897	20937033	0.72
22	20937126	20937253	0.65
22	20937399	20937533	0.58
22	20937598	20937697	0.52
22	20938629	20938728	0.54
22	20939141	20939301	0.63
22	20939387	20939553	0.62
22	20940014	20940112	0.61
22	20940854	20940990	0.67
22	21055473	21055671	0.35
22	21055673	21055954	0.38
22	21062310	21062409	0.55
22	21063575	21063674	0.55
22	21064190	21064289	0.6
22	21064986	21065145	0.57
22	21065628	21065748	0.54
22	21066773	21066898	0.63
22	21066980	21067084	0.59
22	21067568	21067677	0.65
22	21068731	21068830	0.42
22	21068902	21069001	0.63
22	21071981	21072080	0.57
22	21072980	21073109	0.52
22	21075585	21075705	0.48
22	21080752	21080851	0.6
22	21081517	21081684	0.65
22	21082056	21082156	0.51
22	21083600	21083793	0.58
22	21083909	21084008	0.56
22	21084179	21084298	0.55
22	21087258	21087385	0.51
22	21088023	21088130	0.56
22	21088330	21088481	0.63
22	21088682	21088840	0.58
22	21096515	21096642	0.62
22	21096895	21097051	0.49
22	21098911	21099011	0.6
22	21101870	21101989	0.53
22	21104187	21104286	0.58
22	21105572	21105671	0.58
22	21105952	21106051	0.58
22	21107190	21107314	0.53
22	21107383	21107482	0.49
22	21115582	21115682	0.42
22	21119104	21119237	0.59
22	21119387	21119523	0.56
22	21119872	21119980	0.55
22	21133600	21134488	0.47
22	21138259	21138532	0.52
22	21140291	21140435	0.48
22	21141162	21141353	0.59
22	21147456	21147555	0.38
22	21150433	21150601	0.6
22	21152871	21152974	0.48
22	21153380	21153563	0.57
22	21153956	21154055	0.58
22	21156260	21156392	0.49
22	21157478	21157607	0.59
22	21158587	21158687	0.5
22	21159261	21159452	0.56
22	21161647	21161747	0.5
22	21165237	21165336	0.47
22	21167645	21167793	0.48
22	21172754	21172853	0.57
22	21173928	21174187	0.51
22	21174813	21174912	0.46
22	21178607	21178707	0.53
22	21188846	21188945	0.44
22	21192902	21193000	0.42
22	21213398	21213634	0.69
22	21224624	21224820	0.52
22	21235329	21235428	0.42
22	21237758	21237856	0.55
22	21241966	21242123	0.46
22	21272222	21272532	0.62
22	21288066	21288531	0.5
22	21303998	21304132	0.47
22	21322198	21322297	0.6
22	21327578	21327808	0.67
22	21328046	21328155	0.63
22	21328351	21328460	0.65
22	21328513	21328612	0.6
22	21328811	21328911	0.55
22	21328992	21329104	0.65
22	21329973	21330073	0.62
22	21330499	21330598	0.57
22	21330696	21330826	0.63
22	21330939	21331054	0.65
22	21331141	21331240	0.58
22	21331302	21331401	0.62
22	21331977	21332076	0.61
22	21332176	21332293	0.55
22	21333559	21333657	0.66
22	21333903	21334002	0.57
22	21334308	21334412	0.64
22	21334996	21335095	0.52
22	21335250	21335349	0.58
22	21336660	21336859	0.7
22	21337297	21337396	0.49
22	21340108	21340207	0.6
22	21341782	21341881	0.64
22	21342298	21342406	0.42
